ccard,ccn,key,pin,quota,validthru
American Express,3608-1333-5791-1032,6668,15,1800,Jan/2021
American Express,3608-1333-5632-1054,2833,380,1300,Oct/2023
American Express,3608-1782-5489-1194,5804,179,1800,Nov/2023
American Express,3608-1192-5634-1631,2529,761,1000,Aug/2022
American Express,3608-2067-4158-1589,6018,831,1000,May/2018
American Express,3608-2181-4394-1745,3230,578,1800,Jan/2021
American Express,3608-2181-4344-1109,5780,763,2000,May/2024
American Express,3608-1782-5691-1182,5052,799,2000,Feb/2022
American Express,3608-2588-5638-1181,5407,625,1600,May/2022
American Express,3608-1782-5791-1054,5568,486,1900,Feb/2018
American Express,3608-2588-4668-1794,7180,221,1000,Jun/2024
American Express,3608-1395-4354-1053,6838,485,2000,Apr/2025
American Express,3608-1682-5030-1055,5729,706,1100,Jan/2020
American Express,3608-2596-4458-1936,3058,305,1100,Apr/2018
American Express,3608-2067-4711-1001,4184,661,1700,Jan/2023
American Express,3608-1395-5030-1856,3316,842,1300,Jan/2025
American Express,3608-2588-5407-1306,5898,516,1900,Feb/2020
American Express,3608-1782-4160-1761,7046,988,1900,Nov/2018
American Express,3608-1721-4344-1839,3116,26,1100,Jul/2021
American Express,3608-2751-5745-1795,2145,327,1600,Nov/2018
American Express,3608-1782-4580-1804,2640,907,1000,Sep/2022
American Express,3608-2968-4344-1215,6880,334,2000,Mar/2018
American Express,3608-1721-5030-1265,2481,435,2000,Mar/2023
American Express,3608-2968-5638-1306,6204,80,2000,Mar/2018
American Express,3608-2067-5470-1596,7859,411,1000,Oct/2018
American Express,3608-2751-5394-1745,3296,830,1000,Feb/2023
American Express,3608-2596-4344-1054,5492,149,1900,Dec/2018
American Express,3608-2507-4288-1399,5140,576,1800,Oct/2019
American Express,3608-1192-5407-1024,2323,886,1300,May/2021
American Express,3608-2588-5333-1596,5666,509,1700,Aug/2024
American Express,3608-1721-5030-1188,7647,381,1200,Nov/2018
American Express,3608-1721-5489-1915,4240,115,1700,Aug/2021
American Express,3608-1333-4236-1856,2431,132,1600,Aug/2025
American Express,3608-1192-5394-1245,7107,539,1900,Aug/2022
American Express,3608-1682-5983-1220,7563,468,1200,Jul/2022
American Express,3608-1395-4342-1109,3617,926,1100,Mar/2021
American Express,3608-2968-5196-1900,5439,493,1000,Jan/2021
American Express,3608-2181-5015-1558,6045,564,1800,Feb/2019
American Express,3608-1721-4994-1744,4544,571,1000,May/2024
American Express,3608-1782-4394-1377,2040,929,1400,Sep/2020
American Express,3608-1682-5489-1194,4012,353,1900,Sep/2025
American Express,3608-2751-5724-1999,2646,6,1700,Jul/2018
American Express,3608-1721-4458-1745,3603,363,1200,Feb/2021
American Express,3608-2800-4856-1381,7888,860,1300,Mar/2025
American Express,3608-2067-4158-1220,4647,596,1900,Sep/2023
American Express,3608-1721-5750-1497,7398,776,1000,Mar/2019
American Express,3608-1782-4344-1660,3526,118,1000,Aug/2025
American Express,3608-1395-5551-1215,3307,615,1600,Nov/2022
American Express,3608-2800-4038-1804,7327,745,1400,Dec/2025
American Express,3608-2751-4668-1190,7745,313,1300,Jan/2023
American Express,3608-2800-4329-1474,2237,1,1600,Oct/2018
American Express,3608-2968-5459-1038,3615,196,1100,Feb/2025
American Express,3608-2596-5551-1109,7558,334,2000,Oct/2018
American Express,3608-2968-4394-1596,7320,645,2000,Dec/2021
American Express,3608-1782-4951-1198,3432,818,1600,Jul/2018
American Express,3608-1395-4523-1916,7528,366,1200,Nov/2025
American Express,3608-1782-5766-1344,4805,623,1900,Sep/2021
American Express,3608-2067-5691-1976,4195,809,1000,Jul/2021
American Express,3608-2181-5884-1603,6990,591,1600,Apr/2019
American Express,3608-1721-4318-1220,5015,651,1700,Oct/2025
American Express,3608-1192-5750-1383,7893,238,1400,Jul/2018
American Express,3608-2588-5724-1631,7503,727,1800,Jul/2018
American Express,3608-1333-5196-1705,3376,527,1300,Jun/2021
American Express,3608-1395-5724-1682,2311,458,1700,Jun/2021
American Express,3608-1782-4354-1053,7353,955,1600,Nov/2018
American Express,3608-1192-5724-1837,4846,141,1900,Jan/2021
American Express,3608-2968-5038-1935,3514,280,1700,Mar/2021
American Express,3608-2596-4951-1306,5368,601,1800,Apr/2025
American Express,3608-1721-5030-1032,2439,532,2000,Apr/2023
American Express,3608-1721-5030-1682,2034,344,1500,Nov/2019
American Express,3608-1395-5691-1646,7857,633,1800,Jun/2024
American Express,3608-1782-5196-1129,4472,226,1100,May/2024
American Express,3608-1333-5983-1915,4803,290,1800,May/2023
American Express,3608-2800-5489-1163,3476,64,1000,Jun/2023
American Express,3608-2181-4394-1052,2497,519,1600,Nov/2018
American Express,3608-2588-5756-1593,6286,352,1600,Dec/2024
American Express,3608-1682-5988-1717,2414,824,1400,Dec/2021
American Express,3608-2751-4354-1551,5071,419,1500,Jun/2023
American Express,3608-2596-5750-1383,4760,490,1400,Jan/2020
American Express,3608-1333-5132-1844,3289,383,1800,Jun/2025
American Express,3608-2800-5756-1497,4723,172,1200,Aug/2022
American Express,3608-1682-5132-1597,7303,445,1500,Nov/2021
American Express,3608-1782-5988-1682,8012,544,1500,Aug/2021
American Express,3608-1782-5152-1255,3406,973,1600,Dec/2025
American Express,3608-2181-5756-1558,6924,535,1200,Jul/2018
American Express,3608-1192-5884-1435,6103,97,2000,Jul/2020
American Express,3608-1721-4329-1537,5857,317,1600,May/2020
American Express,3608-1721-4158-1435,4716,571,1800,Aug/2021
American Express,3608-1192-4383-1244,2259,661,1900,Sep/2022
American Express,3608-1192-4580-1686,2897,346,1300,Sep/2022
American Express,3608-1333-4264-1572,5904,123,1600,May/2018
American Express,3608-1395-5750-1361,5842,54,1700,Aug/2024
American Express,3608-1395-4458-1744,2001,286,1000,May/2025
American Express,3608-2751-5750-1646,4686,370,1800,Aug/2023
American Express,3608-2181-4523-1306,5726,362,1200,Nov/2021
American Express,3608-1721-4383-1190,2265,728,1400,Oct/2022
American Express,3608-2800-4994-1593,2356,571,2000,Oct/2018
American Express,3608-2067-5745-1838,4837,324,1000,Oct/2023
American Express,3608-1192-5407-1381,7188,159,1800,Jul/2020
American Express,3608-2596-5394-1130,5002,573,1600,Dec/2019
American Express,3608-2596-4394-1265,4737,8,2000,Jul/2025
American Express,3608-1192-5750-1001,3782,693,1700,Aug/2025
American Express,3608-2751-4005-1551,3220,545,1400,Jul/2020
American Express,3608-1782-5152-1745,3218,833,1400,Jul/2021
American Express,3608-1782-4038-1064,7163,812,1300,Aug/2020
American Express,3608-2588-4158-1551,2102,797,1500,Jan/2023
American Express,3608-1395-4160-1394,3540,550,1600,Aug/2023
American Express,3608-2507-4668-1629,4456,279,2000,Nov/2025
American Express,3608-2181-4458-1980,6941,59,1600,Jul/2019
American Express,3608-2800-5724-1637,7859,996,1600,Sep/2025
American Express,3608-1192-5458-1383,7628,82,1600,Jun/2021
American Express,3608-1333-5152-1394,7390,310,2000,Apr/2022
American Express,3608-2596-5038-1217,6309,15,1500,May/2019
American Express,3608-2596-5890-1583,6506,173,1300,Nov/2020
American Express,3608-2588-4994-1589,6931,419,1600,Feb/2022
American Express,3608-1782-5407-1931,4648,290,1400,Dec/2024
American Express,3608-1782-5756-1603,3987,81,1300,Mar/2021
American Express,3608-2800-5489-1130,3824,761,1400,May/2022
American Express,3608-2181-5132-1603,2418,679,1000,Oct/2025
American Express,3608-1782-5791-1064,6667,820,1100,Nov/2024
American Express,3608-2588-5745-1828,4664,534,1500,Jul/2022
American Express,3608-1395-4523-1999,3764,391,2000,Oct/2023
American Express,3608-2968-4394-1217,2728,419,1700,Nov/2018
American Express,3608-2181-5750-1717,4480,356,1600,Oct/2020
American Express,3608-2507-4445-1361,2808,12,1600,Jul/2022
American Express,3608-2751-4711-1717,6913,856,1700,Apr/2018
American Express,3608-2968-4160-1976,6127,771,1200,Jun/2022
American Express,3608-2588-5030-1682,3714,831,1800,Oct/2019
American Express,3608-1721-5551-1214,2219,25,1500,Mar/2024
American Express,3608-1721-4318-1407,2720,886,1300,Jan/2020
American Express,3608-2596-4344-1935,5820,700,1000,Jun/2018
American Express,3608-2588-5030-1474,5154,472,1100,Jan/2024
American Express,3608-1721-4394-1614,4279,913,1900,Nov/2020
American Express,3608-1721-5634-1134,5922,155,1800,Oct/2019
American Express,3608-2588-5015-1614,5501,681,1300,Oct/2020
American Express,3608-2596-4329-1983,2056,346,2000,May/2023
American Express,3608-1192-5196-1381,2809,400,1400,Sep/2021
American Express,3608-2968-4236-1182,6405,182,1100,Mar/2021
American Express,3608-2800-4236-1428,7583,920,1700,Aug/2024
American Express,3608-2588-5766-1094,3552,326,2000,Feb/2018
American Express,3608-1682-5988-1596,3290,270,1800,Dec/2018
American Express,3608-2751-5766-1220,7765,979,1300,Feb/2021
American Express,3608-1333-4288-1795,5891,955,1000,Oct/2018
American Express,3608-2181-4005-1844,3719,996,1200,Feb/2020
American Express,3608-1782-5890-1194,3948,127,2000,Sep/2024
American Express,3608-1192-5196-1037,3107,715,1300,Feb/2023
American Express,3608-2588-5459-1244,2639,879,1000,Jul/2023
American Express,3608-2507-5691-1837,3691,830,2000,Apr/2023
American Express,3608-2751-5756-1686,7803,83,1600,Jun/2019
American Express,3608-2800-4383-1623,3605,661,1800,Sep/2021
American Express,3608-2507-5791-1839,2248,736,1100,Aug/2025
American Express,3608-2588-4329-1931,7168,831,1900,Oct/2022
American Express,3608-2800-4318-1839,5313,176,1300,Jun/2023
American Express,3608-1192-4458-1245,3692,407,1800,Dec/2024
American Express,3608-1721-5724-1603,6702,611,1100,Oct/2020
American Express,3608-2968-5638-1038,6272,551,2000,May/2021
American Express,3608-2751-4160-1054,3612,983,2000,Jul/2022
American Express,3608-1682-5038-1673,2039,658,1900,Aug/2021
American Express,3608-2800-5691-1381,4002,805,1800,Aug/2021
American Express,3608-2968-4158-1134,2828,584,1800,Apr/2018
American Express,3608-1395-4657-1839,5414,506,1600,Nov/2021
American Express,3608-1782-4318-1214,6198,296,1200,Feb/2022
American Express,3608-2181-5470-1194,3647,139,1000,Apr/2020
American Express,3608-2800-5030-1794,2407,909,1400,May/2018
American Express,3608-2751-5038-1306,7374,954,1000,May/2024
American Express,3608-2588-4445-1983,3669,524,2000,Mar/2022
American Express,3608-1782-4160-1718,2337,180,1700,May/2021
American Express,3608-1395-4318-1686,6606,60,1500,Nov/2018
American Express,3608-2968-4158-1032,4497,221,1500,Jul/2023
American Express,3608-2507-5152-1475,6917,7,1600,Jul/2022
American Express,3608-2800-4288-1361,5519,183,1200,Dec/2019
American Express,3608-2751-4264-1518,6675,370,1300,Mar/2019
American Express,3608-2181-4264-1629,5414,652,1100,Sep/2020
American Express,3608-1333-5458-1475,7741,382,2000,May/2023
American Express,3608-2181-5196-1134,6531,524,1800,Dec/2025
American Express,3608-1682-4318-1593,4426,489,1000,Jul/2024
American Express,3608-1721-5750-1220,4759,223,1500,Oct/2021
American Express,3608-2596-5038-1745,2140,421,1400,Apr/2025
American Express,3608-1333-4383-1551,4463,771,2000,Oct/2025
American Express,3608-2181-5489-1856,3503,360,1000,Nov/2022
American Express,3608-2067-5691-1518,5272,981,1800,Jan/2024
American Express,3608-2800-4342-1181,7507,664,1200,Sep/2018
American Express,3608-1682-5634-1589,2975,262,1100,Jan/2025
American Express,3608-2968-4394-1465,3088,206,1500,Oct/2025
American Express,3608-2751-5632-1344,7368,146,1000,Mar/2023
American Express,3608-1782-4657-1558,6333,114,1100,Jun/2022
American Express,3608-2968-4657-1292,3017,310,1700,Oct/2023
American Express,3608-2968-4288-1915,2915,862,1300,Jul/2025
American Express,3608-1333-5394-1744,4480,960,1700,Sep/2025
American Express,3608-2067-4383-1442,3052,756,1100,Mar/2023
American Express,3608-1782-4523-1244,7565,856,1600,Oct/2024
American Express,3608-2181-5038-1245,6438,542,2000,Jun/2025
American Express,3608-2751-4005-1185,4910,527,1300,Dec/2019
American Express,3608-1721-4354-1821,5510,148,1500,Feb/2023
American Express,3608-2507-5696-1583,5756,560,1000,Aug/2022
American Express,3608-2067-5634-1935,2230,707,1400,May/2020
American Express,3608-1682-5407-1828,8049,844,1700,Aug/2024
American Express,3608-1782-5766-1185,2090,229,1200,Oct/2019
American Express,3608-2067-4580-1024,3366,217,2000,Jul/2019
American Express,3608-2596-5791-1686,3803,54,1100,Oct/2022
American Express,3608-2800-4711-1255,6794,869,2000,Oct/2019
American Express,3608-2751-5551-1038,7810,690,1100,Feb/2021
American Express,3608-1192-5015-1673,5815,28,1600,Jun/2025
American Express,3608-1395-4711-1916,6288,900,1600,Aug/2019
American Express,3608-1192-5333-1301,7772,496,1400,Apr/2025
American Express,3608-2067-5407-1001,5912,117,1600,Jul/2025
American Express,3608-1682-5756-1828,1996,159,1700,Apr/2021
American Express,3608-1782-4038-1795,5651,356,1800,Jul/2023
American Express,3608-2507-4383-1214,6417,574,1400,Jan/2019
American Express,3608-2588-5489-1292,5801,934,1700,Aug/2025
American Express,3608-2800-4657-1407,5842,799,1700,Mar/2025
American Express,3608-2067-4523-1121,2638,825,1900,Jun/2018
American Express,3608-1395-5745-1189,2521,204,1600,Jan/2024
American Express,3608-2067-5038-1804,7943,908,1500,May/2022
American Express,3608-2067-4288-1558,6267,251,1300,Jan/2021
American Express,3608-1192-4711-1717,3902,87,1500,Mar/2020
American Express,3608-2751-5030-1399,5000,308,1200,Apr/2019
American Express,3608-2596-4344-1837,2812,604,1000,Jul/2022
American Express,3608-1682-4344-1128,4933,480,1200,Apr/2023
American Express,3608-2968-5632-1032,5180,843,1600,Aug/2020
American Express,3608-2596-4318-1465,3360,630,1500,Jun/2019
American Express,3608-1333-5890-1828,2713,562,1800,May/2019
American Express,3608-1192-4342-1435,7997,273,1800,Oct/2024
American Express,3608-2181-4445-1828,4682,545,1700,Jul/2024
American Express,3608-1333-4158-1185,7621,558,1700,Sep/2018
American Express,3608-1333-5745-1718,7810,314,1100,Nov/2024
American Express,3608-1682-5489-1983,2451,937,1200,Mar/2022
American Express,3608-1395-5634-1053,4590,283,1400,Jun/2025
American Express,3608-1192-5030-1244,3321,316,1400,Jan/2021
American Express,3608-2067-4383-1593,6156,128,1200,Oct/2025
American Express,3608-2067-5638-1682,6554,518,1100,Dec/2025
American Express,3608-2507-4236-1054,4962,446,1800,Nov/2022
American Express,3608-2181-4445-1157,2306,267,1200,Aug/2023
American Express,3608-1721-5724-1265,4799,690,2000,Mar/2019
American Express,3608-2507-5988-1980,4974,72,1000,May/2024
American Express,3608-2507-4994-1278,5255,421,1700,Aug/2021
American Express,3608-1192-5884-1244,2572,620,1200,Feb/2020
American Express,3608-2596-5489-1839,4829,858,1100,Jul/2019
American Express,3608-1192-4856-1130,6106,513,1600,Aug/2021
American Express,3608-1333-5696-1194,7455,350,1100,Nov/2018
American Express,3608-2800-5489-1583,2496,20,1000,Aug/2021
American Express,3608-1782-5394-1839,5222,971,1500,Oct/2021
American Express,3608-1395-5724-1381,7676,920,1600,May/2019
American Express,3608-1682-5030-1056,5922,13,1700,Apr/2021
American Express,3608-2067-4383-1157,3923,947,1500,Dec/2020
American Express,3608-1721-4236-1795,7284,992,1800,Apr/2020
American Express,3608-2588-4005-1745,5314,514,1500,May/2022
American Express,3608-1721-4445-1717,4584,526,1000,May/2025
American Express,3608-2751-5691-1001,4901,553,1600,Aug/2025
American Express,3608-1192-5634-1583,6286,555,1500,Jan/2024
American Express,3608-1721-5756-1976,6555,102,1700,Jun/2018
American Express,3608-2800-5983-1121,4470,433,1400,Jan/2018
American Express,3608-2800-5551-1915,6654,323,2000,Feb/2025
American Express,3608-2800-4160-1631,4104,746,1600,Dec/2025
American Express,3608-1395-4329-1744,5575,184,1100,Apr/2025
American Express,3608-2507-5333-1804,4303,777,1000,Feb/2018
American Express,3608-2507-5459-1245,6038,625,1500,Jun/2021
American Express,3608-2751-5696-1383,4836,132,1800,Apr/2023
American Express,3608-2181-5470-1593,2971,783,1600,Oct/2018
American Express,3608-1682-4160-1442,5324,638,1700,Nov/2024
American Express,3608-2507-5634-1999,6902,469,1200,Jan/2018
American Express,3608-2968-5394-1190,6099,515,1200,Jul/2022
American Express,3608-2507-5634-1960,7378,473,1500,Jul/2023
American Express,3608-1192-4856-1245,6119,988,1300,Jul/2018
American Express,3608-2181-5132-1968,5648,351,1700,Dec/2020
American Express,3608-2507-5470-1215,7434,251,1500,Aug/2020
American Express,3608-1395-5988-1109,7014,36,1200,Apr/2020
American Express,3608-1682-5634-1892,5744,201,1200,Jan/2021
American Express,3608-2751-5632-1795,7634,982,1200,Jan/2025
American Express,3608-1782-5459-1597,3063,236,1200,Jan/2023
American Express,3608-2596-4038-1185,7189,177,1900,Nov/2024
American Express,3608-1682-5030-1976,2442,6,1800,Feb/2023
American Express,3608-2751-5983-1623,5523,652,1300,Nov/2018
American Express,3608-2181-4523-1465,5205,594,1100,Mar/2019
American Express,3608-1333-5756-1631,5785,812,1600,Feb/2021
American Express,3608-1721-4394-1322,5609,772,1100,Jan/2023
American Express,3608-2800-4354-1301,5800,637,1100,Dec/2020
American Express,3608-2800-4342-1381,4222,722,1000,Sep/2021
American Express,3608-1782-5489-1983,7850,889,1800,May/2023
American Express,3608-1192-4668-1383,5726,484,1500,May/2018
American Express,3608-2507-5132-1537,5877,945,1000,Nov/2023
American Express,3608-1333-4580-1198,5758,755,1600,Mar/2018
American Express,3608-1395-4318-1399,4821,203,1000,Sep/2020
American Express,3608-1333-4354-1572,4415,433,1400,Jun/2023
American Express,3608-2588-5132-1217,4836,431,1100,Jan/2021
American Express,3608-1395-4160-1668,3826,544,1800,Jun/2023
American Express,3608-2507-5015-1892,4799,882,1800,Mar/2024
